location,bedrooms,bath,size,price
"BlockD,BashundharaR-A,Dhaka",3,3,1640,35
"WestMollartek,DakshinKhan,Dhaka",2,2,700,12
"RKMissionRoad,Gopibag,Motijheel,Dhaka",3,2,1050,20
"Manikdi,Cantonment,Dhaka",2,1,500,10
"Shahjadpur,Badda,Dhaka",3,3,1200,22
"BashundharaR-A,Dhaka",3,3,1500,25
"BashundharaR-A,Dhaka",3,3,1500,25
"BlockC,Khilgaon,Dhaka",2,2,800,18
"Mirpur,Dhaka",2,2,700,11
"BlockB,Section11,Mirpur,Dhaka",2,2,650,11
"BlockA,Section10,Mirpur,Dhaka",2,2,650,12
"BlockF,Banasree,Dhaka",2,2,900,16
"BlockF,azizMoholla,Mohammadpur,Dhaka",2,2,650,16
"BlockD,ChandrimaModelTown,Mohammadpur,Dhaka",3,3,1400,15
"BlockD,ChandrimaModelTown,Mohammadpur,Dhaka",3,3,1400,15
"Turag,Dhaka",3,3,1400,18
"PCCultureHousing,Mohammadpur,Dhaka",2,2,600,12
"Hatirpool,Dhaka",3,3,1400,28
"Mohammadpur,Dhaka",3,2,1390,22
"BlockB,Section12,Mirpur,Dhaka",2,2,800,16
"Rajarbag,Bashabo,Dhaka",2,2,750,13.8
"Gulshan2,Gulshan,Dhaka",4,4,3450,1.5
"Gulshan2,Gulshan,Dhaka",4,4,3450,1.5
"BlockA,Sayednagar,EastVatara,Vatara,Badda,Dhaka",2,2,500,10
"BlockD,SouthBanasreeProject,Banasree,Dhaka",3,3,1100,16
"Tikatuli,Sutrapur,Dhaka",2,2,780,16
"BlockC,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",4,4,1650,20
"BlockE,Section12,Mirpur,Dhaka",2,2,650,12
"SouthKallyanpur,Kallyanpur,Mirpur,Dhaka",3,2,1000,16
"Zafrabad,Hazaribag,Dhaka",2,2,700,17
"BochilaGardenCity,Bochila,Mohammadpur,Dhaka",2,2,750,10
"Bochila,Mohammadpur,Dhaka",2,2,750,10
"BlockC,BashundharaR-A,Dhaka",3,4,1800,30
"Kafrul,Dhaka",2,2,820,15
"BlockC,Section12,Mirpur,Dhaka",2,2,650,11
"Section1,Mirpur,Dhaka",3,3,1150,17
"BlockC,DhakaUddan,Mohammadpur,Dhaka",3,2,800,15
"EastKazipara,Mirpur,Dhaka",2,2,700,12
"Kachukhet,Dhaka",2,2,850,13.2
"Badda,Dhaka",2,2,1000,18
"Badda,Dhaka",2,2,1000,18
"NorthShahjahanpur,Dhaka",2,2,900,18
"Banani,Dhaka",2,2,1700,45
"BlockI,BashundharaR-A,Dhaka",3,3,1600,22
"Gandaria,Sutrapur,Dhaka",3,3,1250,20
"JahuriMoholla,Mohammadpur,Dhaka",2,2,800,14
"WestShewrapara,Mirpur,Dhaka",3,2,1100,15
"PCCultureHousing,Mohammadpur,Dhaka",3,3,1210,20
"BlockA,BashundharaR-A,Dhaka",3,4,1950,38
"Kuril,Dhaka",2,2,750,13
"MohammadiHousingLTD.,Mohammadpur,Dhaka",3,3,1150,20
"Mohammadpur,Dhaka",2,2,720,15
"BlockC,Khilgaon,Dhaka",2,2,750,14
"BlockG,BashundharaR-A,Dhaka",3,3,1500,25
"Sector14,Uttara,Dhaka",2,2,900,18
"BlockD,MansurabadHousingSociety,Adabor,Dhaka",2,2,800,15
"NorthAzampur,DakshinKhan,Dhaka",3,2,900,17
"BlockJ,BashundharaR-A,Dhaka",3,3,1150,20
"Sector5,Uttara,Dhaka",1,1,300,15
"Khilgaon,Dhaka",2,2,650,15
"Wari,Sutrapur,Dhaka",2,1,650,17.5
"BlockB,AftabNagar,Dhaka",3,3,1180,25
"Nayatola,Maghbazar,Dhaka",3,3,1250,20
"Moushair,DakshinKhan,Dhaka",3,2,1200,14
"BlockK,SouthBanasreeProject,Banasree,Dhaka",3,3,1350,20
"BlockK,SouthBanasreeProject,Banasree,Dhaka",3,2,1000,14
"BlockK,SouthBanasreeProject,Banasree,Dhaka",2,2,750,14
"BlockK,SouthBanasreeProject,Banasree,Dhaka",2,2,600,10
"Mirpur,Dhaka",2,2,800,11
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,3,1200,15
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,3,1200,16
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,3,1200,16
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,3,1200,16
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,3,1200,16
"BlockK,SouthBanasreeProject,Banasree,Dhaka",3,2,980,14
"Badda,Dhaka",2,2,1000,18
"Nadda,Dhaka",1,1,250,11
"BlockB,ChandrimaModelTown,Mohammadpur,Dhaka",2,2,750,10
"BlockB,NobodoyHousingSociety,Mohammadpur,Dhaka",2,2,800,16
"Avenue11,MirpurDOHS,Mirpur,Dhaka",3,3,2200,45
"BlockK,SouthBanasreeProject,Banasree,Dhaka",2,2,650,14
"Tikatuli,Sutrapur,Dhaka",2,2,800,18
"Matikata,Cantonment,Dhaka",2,2,680,12
"Dhanmondi,Dhaka",4,4,1500,33
"Taltola,Agargaon,Dhaka",3,3,1150,17
"Taltola,Agargaon,Dhaka",3,3,1150,18
"Tikatuli,Sutrapur,Dhaka",2,2,1000,22
"Tikatuli,Sutrapur,Dhaka",2,2,650,15
"Nikunja2,Nikunja,Dhaka",2,2,750,18
"Tikatuli,Sutrapur,Dhaka",2,2,650,15
"2ndColony,Mirpur,Dhaka",3,3,1500,25
"1stColony,Mirpur,Dhaka",2,2,700,12
"Dhanmondi,Dhaka",3,3,1150,26
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,3,1100,14
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,3,1100,14
"Badda,Dhaka",3,3,1250,21
"Section1,Mirpur,Dhaka",3,2,1100,15
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,720,13
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,720,13
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,720,13
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,720,13
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,720,12
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,720,12
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,3,1100,14
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,3,1100,14
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,3,1100,14
"Vashantek,Cantonment,Dhaka",2,2,700,13
"Vashantek,Cantonment,Dhaka",2,2,700,13
"BlockB,BochilaWestDhanmondiR/A,Bochila,Mohammadpur,Dhaka",3,2,1050,13
"BlockB,BochilaWestDhanmondiR/A,Bochila,Mohammadpur,Dhaka",3,2,1050,13
"BlockB,BochilaWestDhanmondiR/A,Bochila,Mohammadpur,Dhaka",3,2,1050,13
"Vashantek,Cantonment,Dhaka",2,2,650,12
"Mirpur,Dhaka",2,2,950,14
"Mirpur,Dhaka",2,2,1000,13
"JanataHousing,Sher-E-Banglanagar,WestAgargaon,Agargaon,Dhaka",2,2,850,15
"JanataHousing,Sher-E-Banglanagar,WestAgargaon,Agargaon,Dhaka",2,2,850,14
"JanataHousing,Sher-E-Banglanagar,WestAgargaon,Agargaon,Dhaka",2,2,850,14
"BlockC,Section13,Mirpur,Dhaka",1,2,500,10
"Avenue11,MirpurDOHS,Mirpur,Dhaka",3,3,2200,45
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,10
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,10
"Khilgaon,Dhaka",2,1,500,14
"2ndColony,Mirpur,Dhaka",3,4,1340,25
"Matikata,Cantonment,Dhaka",2,1,500,10
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,10
"BlockC,Khilgaon,Dhaka",2,2,650,17
"WestShewrapara,Mirpur,Dhaka",2,2,800,14
"DakkhinPaikpara,Mirpur,Dhaka",1,1,500,8.5
"Avenue3,MirpurDOHS,Mirpur,Dhaka",3,3,2200,40
"NatunBazar,Badda,Dhaka",3,3,1100,22
"BlockG,BashundharaR-A,Dhaka",2,2,1050,20
"Matikata,Cantonment,Dhaka",2,2,680,12
"NatunBazar,Badda,Dhaka",3,3,1200,25
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,720,13
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,700,13
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,700,13
"Kallyanpur,Mirpur,Dhaka",2,2,950,14
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,700,13
"Mirpur,Dhaka",3,3,1270,18
"Dhanmondi,Dhaka",3,3,1450,26
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,700,13
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,700,13
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",2,2,700,13
"JanataHousing,Sher-E-Banglanagar,WestAgargaon,Agargaon,Dhaka",2,2,850,15
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",2,1,500,8
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,11
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,10
"Sector14,Uttara,Dhaka",3,2,900,20.5
"Kallyanpur,Mirpur,Dhaka",3,2,1250,15
"EastMonipur,Mirpur,Dhaka",2,2,800,11
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,10
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,12
"WestAgargaon,Agargaon,Dhaka",2,2,900,16
"MazarRoad,2ndColony,Mirpur,Dhaka",2,2,650,11
"Agargaon,Dhaka",1,1,600,10
"BlockE,Banasree,Dhaka",3,3,1600,27
"Sultanganj,RayerBazaar,Hazaribag,Dhaka",2,1,600,10.5
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,12
"Lalbagh,Dhaka",2,1,700,17
"BlockC,Khilgaon,Dhaka",2,2,600,15
"Gulbag,Malibagh,Dhaka",2,2,800,19
"BlockG,BashundharaR-A,Dhaka",2,2,800,18
"JanataHousing,Sher-E-Banglanagar,WestAgargaon,Agargaon,Dhaka",3,3,1100,17.5
"Paikpara,AhmedNagar,Mirpur,Dhaka",2,2,800,13
"Ibrahimpur,Dhaka",2,1,650,10
"LatifRealEstate,Katashur,Mohammadpur,Dhaka",2,2,800,15
"Agargaon,Dhaka",3,3,1200,17
"BlockA,NobodoyHousingSociety,Mohammadpur,Dhaka",3,3,1150,20
"WestNakhalpara,Tejgaon,Dhaka",2,1,570,15
"Avenue11,MirpurDOHS,Mirpur,Dhaka",3,3,2200,45
"Kallyanpur,Mirpur,Dhaka",2,2,700,12
"BlockE,SouthBanasreeProject,Banasree,Dhaka",2,2,550,10
"BlockD,SouthBanasreeProject,Banasree,Dhaka",2,2,600,11.5
"BlockD,SouthBanasreeProject,Banasree,Dhaka",2,2,600,11.5
"BlockD,SouthBanasreeProject,Banasree,Dhaka",2,2,600,11.5
"BlockD,SouthBanasreeProject,Banasree,Dhaka",2,2,600,11.5
"BlockC,SouthBanasreeProject,Banasree,Dhaka",2,2,600,12
"WestDhanmondiandShangkar,Dhanmondi,Dhaka",2,3,800,20
"WestDhanmondiandShangkar,Dhanmondi,Dhaka",2,2,800,20
"BlockA,RajukUttaraApartmentProject,Sector18,Uttara,Dhaka",3,4,1654,14
"Pirerbag,Mirpur,Dhaka",3,3,1200,15
"Mohammadpur,Dhaka",2,2,650,15
"BlockA,RajukUttaraApartmentProject,Sector18,Uttara,Dhaka",3,4,1654,14
"BlockF,SouthBanasreeProject,Banasree,Dhaka",3,2,1100,17
"BlockF,SouthBanasreeProject,Banasree,Dhaka",3,2,1100,16
"BlockB,Section1,Mirpur,Dhaka",2,2,700,13
"BlockH,Banasree,Dhaka",2,2,1000,14
"Vashantek,Cantonment,Dhaka",3,2,850,16
"BlockD,Section12,Mirpur,Dhaka",2,2,650,11
"NatunBazar,Badda,Dhaka",2,2,700,14
"Section12,Mirpur,Dhaka",3,3,1600,30
"Section12,Mirpur,Dhaka",3,3,1600,30
"Section1,Mirpur,Dhaka",3,2,800,10.5
"NatunBazar,Badda,Dhaka",2,2,700,15
"BlockD,Section12,Mirpur,Dhaka",2,2,650,10
"Kalachandpur,Dhaka",2,1,500,12
"Kalachandpur,Dhaka",1,1,350,12
"WestShewrapara,Mirpur,Dhaka",3,2,1000,15
"EastMonipur,Mirpur,Dhaka",3,3,1520,25
"BlockC,DhakaUddan,Mohammadpur,Dhaka",3,3,1450,22
"Moneshwar,Hazaribag,Dhaka",2,2,700,11
"EastMonipur,Mirpur,Dhaka",2,1,600,10
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,12
"Tolarbag,Section1,Mirpur,Dhaka",2,2,650,12
"WestShewrapara,Mirpur,Dhaka",2,2,700,13.5
"Farmgate,Tejgaon,Dhaka",2,2,850,22
"OldElephantRoad,Maghbazar,Dhaka",2,2,850,18
"Section10,Mirpur,Dhaka",3,2,1150,20
"BlockC,Section12,Mirpur,Dhaka",2,2,650,11
"BlockB,NobodoyHousingSociety,Mohammadpur,Dhaka",2,2,800,14
"BlockB,NobodoyHousingSociety,Mohammadpur,Dhaka",2,2,800,14
"BlockB,Section12,Mirpur,Dhaka",3,3,1700,20
"BlockC,Section10,Mirpur,Dhaka",2,2,650,14.5
"Sector11,Uttara,Dhaka",3,3,2150,55
"MazarRoad,2ndColony,Mirpur,Dhaka",2,2,650,12.5
"Sector14,Uttara,Dhaka",2,2,900,18
"JanataHousing,ShahAliBag,Section1,Mirpur,Dhaka",2,2,700,9
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,1,600,12
"WestRampura,Rampura,Dhaka",2,1,500,10
"TaliofficeRoad,Hazaribag,Dhaka",1,1,350,10
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,10
"Sultanganj,RayerBazaar,Hazaribag,Dhaka",2,1,600,10
"BlockE,Section12,Mirpur,Dhaka",2,2,650,12.5
"RoadNo10,BlockC,Section11,Mirpur,Dhaka",2,2,650,10
"Nikunja2,Nikunja,Dhaka",2,2,800,17
"1stColony,Mirpur,Dhaka",2,2,800,13.5
"BlockC,Khilgaon,Dhaka",3,3,1265,28
"EastNakhalpara,Tejgaon,Dhaka",2,1,550,15.5
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,850,12
"BlockD,Section12,Mirpur,Dhaka",2,2,650,12
"BlockB,Section11,Mirpur,Dhaka",2,2,650,11
"BaitulAmanHousingSociety,Adabor,Dhaka",2,2,780,15
"Manikdi,Cantonment,Dhaka",2,1,550,10.5
"BlockE,Section12,Mirpur,Dhaka",2,2,650,12.5
"SouthManiknagar,Maniknagar,Dhaka",2,1,650,12.5
"1stColony,Mirpur,Dhaka",3,2,1020,15
"WestRampura,Rampura,Dhaka",2,2,850,16
"BlockB,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",3,3,1300,19
"Ullan,WestRampura,Rampura,Dhaka",2,2,850,13.5
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,2,1000,14
"BlockG,Section1,Mirpur,Dhaka",2,2,700,13
"WestRampura,Rampura,Dhaka",2,2,800,14
"Agargaon,Dhaka",3,4,1200,23
"BlockE,Section12,Mirpur,Dhaka",2,2,650,12.5
"Nikunja2,Nikunja,Dhaka",2,2,800,16
"BlockD,Section12,Mirpur,Dhaka",2,2,650,12.5
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",3,2,1000,20
"BlockA,Section10,Mirpur,Dhaka",2,2,650,11.5
"Motijheel,Dhaka",2,2,750,26
"WestRampura,Rampura,Dhaka",2,2,900,14
"Sector10,Uttara,Dhaka",3,3,1400,20
"WestRampura,Rampura,Dhaka",2,1,600,11.5
"BlockD,BashundharaR-A,Dhaka",3,2,1451,30
"BlockC,Banasree,Dhaka",2,1,900,14
"Sector10,Uttara,Dhaka",3,3,1100,18
"WestRampura,Rampura,Dhaka",2,1,700,11
"WestRampura,Rampura,Dhaka",3,3,1250,25
"BlockC,Banasree,Dhaka",2,1,700,13
"Mirpur,Dhaka",3,3,1150,18
"Mirpur,Dhaka",3,3,1150,18
"Section12,Mirpur,Dhaka",3,3,1600,30
"Section12,Mirpur,Dhaka",3,3,1600,30
"Section1,Mirpur,Dhaka",3,2,1200,15
"Mirpur,Dhaka",2,3,1170,15
"IndiraRoad,Tejgaon,Dhaka",2,2,850,20
"Taltola,Agargaon,Dhaka",3,2,1000,16
"WestRampura,Rampura,Dhaka",2,2,800,14
"NabiNagarHousing,Mohammadpur,Dhaka",2,2,750,10
"Khilgaon,Dhaka",2,2,650,15.5
"BlockE,Section12,Mirpur,Dhaka",2,2,650,11
"BlockE,Section12,Mirpur,Dhaka",2,2,650,11.5
"Sector14,Uttara,Dhaka",2,2,900,20
"Adabor,Dhaka",3,3,1527,22
"Sector12,Uttara,Dhaka",2,2,900,16.5
"BlockF,Section1,Mirpur,Dhaka",2,1,650,11
"EastNakhalpara,Tejgaon,Dhaka",2,1,500,15.5
"BlockE,Section1,Mirpur,Dhaka",2,2,650,11
"BlockA,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",3,3,1400,18
"BlockE,Section1,Mirpur,Dhaka",2,1,550,11
"BlockA,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",3,3,1400,17
"MohammadiHousingLTD.,Mohammadpur,Dhaka",3,2,950,22
"EastNakhalpara,Tejgaon,Dhaka",2,1,500,14.5
"Ullan,WestRampura,Rampura,Dhaka",1,1,600,10
"BlockF,Section1,Mirpur,Dhaka",2,2,650,12
"Nayatola,Maghbazar,Dhaka",2,2,800,16
"BlockC,Banasree,Dhaka",2,1,900,14
"Lalmatia,Dhaka",3,3,1400,30
"BlockE,Section1,Mirpur,Dhaka",2,2,650,12
"WestRampura,Rampura,Dhaka",2,2,800,14
"Shimulbag,WestRampura,Rampura,Dhaka",2,1,700,12
"BlockB,NobodoyHousingSociety,Mohammadpur,Dhaka",2,2,800,12.5
"Sector10,Uttara,Dhaka",3,3,1500,20
"BlockA,BashundharaR-A,Dhaka",3,4,1887,34
"BlockB,BochilaWestDhanmondiR/A,Bochila,Mohammadpur,Dhaka",3,2,1050,13
"Mohakhali,Dhaka",2,1,500,15
"JanataHousing,Sher-E-Banglanagar,WestAgargaon,Agargaon,Dhaka",2,2,850,14
"Mirpur,Dhaka",2,2,650,11
"EastMonipur,Mirpur,Dhaka",3,3,1000,15
"Dhanmondi,Dhaka",3,2,1200,27
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,2,1000,14
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,700,13
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,700,13
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,700,13
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,700,13
"BlockA,Section10,Mirpur,Dhaka",3,3,1400,30
"NorthShahjahanpur,Dhaka",2,2,900,18
"NabiNagarHousing,Mohammadpur,Dhaka",2,2,750,10
"BlockA,Section1,Mirpur,Dhaka",2,2,700,14
"NewMarket,Dhaka",1,1,550,15
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,700,13
"BlockA,Section10,Mirpur,Dhaka",2,2,650,13
"1stColony,Mirpur,Dhaka",3,3,1100,20
"1stColony,Mirpur,Dhaka",3,3,1100,20
"BonolotaAbashikElaka,WestAgargaon,Agargaon,Dhaka",3,3,1300,20
"Gawair,DakshinKhan,Dhaka",2,2,700,12
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,2,1000,14
"Shantibag,Malibagh,Dhaka",3,2,1000,25
"BlockB,Banasree,Dhaka",4,4,1800,35
"WestKazipara,Mirpur,Dhaka",2,2,650,12
"Mohakhali,Dhaka",2,1,500,15
"BlockB,NobodoyHousingSociety,Mohammadpur,Dhaka",2,2,800,14
"RoadNo11,BlockC,Section11,Mirpur,Dhaka",2,2,650,10
"Mohammadpur,Dhaka",2,2,650,20
"BlockA,Section10,Mirpur,Dhaka",2,2,650,12.5
"TilpaparaRoad,Tilpapara,Khilgaon,Dhaka",2,2,700,17
"Paribagh,Dhaka",3,3,1350,32
"BlockG,Banasree,Dhaka",4,3,1900,35
"Section15,Mirpur,Dhaka",3,3,1575,22
"PCCultureHousing,Mohammadpur,Dhaka",2,2,800,16
"BlockB,MansurabadHousingSociety,Adabor,Dhaka",2,2,700,16
"Avenue1,MirpurDOHS,Mirpur,Dhaka",3,4,2250,60
"Sobhanbagh,Tejgaon,Dhaka",3,3,1100,30
"Ibrahimpur,Dhaka",2,2,800,13
"BlockA,ChandrimaModelTown,Mohammadpur,Dhaka",2,2,700,11
"Mirpur,Dhaka",2,2,1000,15
"BlockA,ChandrimaModelTown,Mohammadpur,Dhaka",2,2,700,11
"BlockA,ChandrimaModelTown,Mohammadpur,Dhaka",2,2,700,11
"SuchonaModelTown,Bochila,Mohammadpur,Dhaka",2,2,700,12
"Rajabazar,Tejgaon,Dhaka",3,3,1200,28
"SuchonaModelTown,Bochila,Mohammadpur,Dhaka",2,2,700,12
"BlockG,Banasree,Dhaka",4,3,1900,35
"BlockG,Banasree,Dhaka",4,3,1900,35
"Kathalbagan,Dhaka",3,3,1075,25
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1300,20
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1345,20
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1300,20
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1245,20
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1345,20
"Gawair,DakshinKhan,Dhaka",2,2,700,12
"Gawair,DakshinKhan,Dhaka",2,2,700,12
"BlockE,Banasree,Dhaka",3,4,1970,45
"SuchonaModelTown,Bochila,Mohammadpur,Dhaka",2,2,700,12
"WestDhanmondiandShangkar,Dhanmondi,Dhaka",2,1,600,13
"SuchonaModelTown,Bochila,Mohammadpur,Dhaka",2,2,700,12
"BlockA,ChandrimaModelTown,Mohammadpur,Dhaka",2,2,700,11
"BlockG,Banasree,Dhaka",2,2,800,12
"Gawair,DakshinKhan,Dhaka",2,1,500,10
"Ibrahimpur,Dhaka",2,2,850,18
"BlockG,Banasree,Dhaka",4,3,1900,35
"Mohakhali,Dhaka",2,1,600,17
"Mohakhali,Dhaka",2,2,800,20
"SuchonaModelTown,Bochila,Mohammadpur,Dhaka",2,2,700,12
"SuchonaModelTown,Bochila,Mohammadpur,Dhaka",2,2,700,12
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1345,20
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",4,3,1500,22
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1245,20
"BonolotaAbashikElaka,WestAgargaon,Agargaon,Dhaka",2,2,850,14
"BlockD,Section15,Mirpur,Dhaka",3,3,1553,22
"Gawair,DakshinKhan,Dhaka",2,2,700,12
"Gawair,DakshinKhan,Dhaka",2,2,700,12
"Gawair,DakshinKhan,Dhaka",2,2,700,12
"BlockD,Section15,Mirpur,Dhaka",3,3,1872,25
"BlockE,Banasree,Dhaka",3,4,1970,45
"WestDhanmondiandShangkar,Dhanmondi,Dhaka",2,2,700,12
"Dhanmondi,Dhaka",3,3,1400,45
"Wari,Sutrapur,Dhaka",3,3,1210,26
"BlockK,SouthBanasreeProject,Banasree,Dhaka",2,2,600,10.5
"BlockA,BashundharaR-A,Dhaka",2,2,750,18.5
"Turag,Dhaka",3,3,1400,18
"Section15,Mirpur,Dhaka",3,3,1575,22
"Section15,Mirpur,Dhaka",3,3,1575,25
"Section15,Mirpur,Dhaka",3,3,1700,22
"Mirpur,Dhaka",2,2,800,11
"BlockK,BashundharaR-A,Dhaka",3,4,1750,25
"BlockA,Section10,Mirpur,Dhaka",3,2,1000,17
"Tejgaon,Dhaka",2,2,680,21
"BlockC,Khilgaon,Dhaka",3,3,1100,26
"Kachukhet,Dhaka",2,2,800,13.5
"BlockB,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",3,2,1000,16
"NorthKamlapur,Kamlapur,Motijheel,Dhaka",3,3,1510,35
"NorthKamlapur,Kamlapur,Motijheel,Dhaka",2,2,900,25
"BlockB,MansurabadHousingSociety,Adabor,Dhaka",2,2,720,16
"Section1,Mirpur,Dhaka",2,2,900,12
"ShahAliBag,Section1,Mirpur,Dhaka",3,2,1000,17
"BlockB,MansurabadHousingSociety,Adabor,Dhaka",3,2,1000,20
"BlockB,MansurabadHousingSociety,Adabor,Dhaka",2,2,720,16
"BlockA,Sayednagar,EastVatara,Vatara,Badda,Dhaka",2,2,500,10
"Khilgaon,Dhaka",3,2,1000,25
"BlockB,MansurabadHousingSociety,Adabor,Dhaka",2,2,800,15
"BlockB,MansurabadHousingSociety,Adabor,Dhaka",2,2,800,15
"Maghbazar,Dhaka",2,1,800,15
"BlockK,Baridhara,Dhaka",3,4,3000,2.2
"BlockB,MansurabadHousingSociety,Adabor,Dhaka",2,2,700,15
"NorthKalachandpur,Kalachandpur,Dhaka",2,2,850,14
"Malibagh,Dhaka",2,1,600,16
"BlockB,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",3,3,1400,17
"EastRampura,Rampura,Dhaka",2,1,550,10
"Kalachandpur,Dhaka",2,2,850,14
"EastMerulBadda,MerulBadda,Badda,Dhaka",2,2,720,16
"EastMerulBadda,MerulBadda,Badda,Dhaka",2,2,720,14
"Farmgate,Tejgaon,Dhaka",3,3,1300,30
"BlockB,MansurabadHousingSociety,Adabor,Dhaka",2,2,850,15
"Khilgaon,Dhaka",2,2,700,19.5
"Malibagh,Dhaka",3,3,1200,23
"UttarBadda,Badda,Dhaka",2,2,850,15
"Malibagh,Dhaka",2,2,800,16
"BlockB,MansurabadHousingSociety,Adabor,Dhaka",3,3,1400,35
"BlockB,MansurabadHousingSociety,Adabor,Dhaka",2,2,800,16
"BlockC,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,850,14
"Section12,Mirpur,Dhaka",3,3,1600,30
"Section12,Mirpur,Dhaka",3,3,1600,30
"BlockA,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",3,3,1350,15
"BlockL,BashundharaR-A,Dhaka",3,4,1850,25
"BashundharaR-A,Dhaka",3,3,1500,25
"NorthGoran,Goran,Khilgaon,Dhaka",2,2,700,16
"Cantonment,Dhaka",3,4,1600,40
"BlockL,BashundharaR-A,Dhaka",3,4,1850,25
"BlockA,RajukUttaraApartmentProject,Sector18,Uttara,Dhaka",3,4,1654,14
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1300,20
"BlockF,BashundharaR-A,Dhaka",3,3,1620,30
"Dhanmondi,Dhaka",3,4,1600,45
"Mirpur,Dhaka",3,3,1200,19
"BlockF,Banasree,Dhaka",3,2,950,17
"Gawair,DakshinKhan,Dhaka",2,2,600,10
"BlockF,Banasree,Dhaka",3,2,950,17
"BlockG,BashundharaR-A,Dhaka",1,1,550,14
"BlockF,Banasree,Dhaka",3,2,950,17
"BlockF,Banasree,Dhaka",2,2,950,16
"BoshotyHousing,Borobag,Section2,Mirpur,Dhaka",3,3,1100,17
"BlockF,Banasree,Dhaka",2,2,900,15
"BlockK,SouthBanasreeProject,Banasree,Dhaka",3,2,1250,25
"BlockK,SouthBanasreeProject,Banasree,Dhaka",3,2,1250,25
"BlockK,SouthBanasreeProject,Banasree,Dhaka",3,2,1250,25
"BaitulAmanHousingSociety,Adabor,Dhaka",2,2,700,15
"SikderRealEstate,TaliofficeRoad,Hazaribag,Dhaka",2,2,700,15
"BonolotaAbashikElaka,WestAgargaon,Agargaon,Dhaka",2,2,800,13
