location,bedrooms,bath,size,price
"TuragHousing,Mohammadpur,Dhaka",2,2,750,11
"Ibrahimpur,Dhaka",2,2,700,15
"EastBashabo,Bashabo,Dhaka",2,2,700,13
"BlockA,MetroHousing,Bochila,Mohammadpur,Dhaka",3,2,900,13
"UttarBadda,Badda,Dhaka",2,1,600,10
"JoarSahara,Dhaka",3,3,1050,18
"WestDhanmondiandShangkar,Dhanmondi,Dhaka",3,3,1200,18
"WestDhanmondiandShangkar,Dhanmondi,Dhaka",3,3,1200,25
"Mohammadpur,Dhaka",3,2,1300,20
"MohammadiHousingLTD.,Mohammadpur,Dhaka",2,2,720,13.5
"WestShewrapara,Mirpur,Dhaka",3,2,1150,15
"WestNakhalpara,Tejgaon,Dhaka",2,2,600,13
"WestShewrapara,Mirpur,Dhaka",3,2,1100,15
"Tikatuli,Sutrapur,Dhaka",3,4,1450,27
"NurerChala,Badda,Dhaka",3,2,900,13
"MiddleBadda,Badda,Dhaka",3,3,1120,20
"WestAgargaon,Agargaon,Dhaka",3,3,1300,20
"WestVatara,Vatara,Badda,Dhaka",2,1,700,12
"EastNakhalpara,Tejgaon,Dhaka",2,1,500,15
"Adabor,Dhaka",3,3,1200,18
"RupnagarR/A,Mirpur,Dhaka",3,3,1350,25
"RupnagarR/A,Mirpur,Dhaka",3,3,1350,25
"RupnagarR/A,Mirpur,Dhaka",3,3,1350,25
"Nayatola,Maghbazar,Dhaka",3,2,1200,20
"BlockC,AftabNagar,Dhaka",3,2,1000,18
"BlockC,AftabNagar,Dhaka",3,2,1000,18
"SwapnodharaHousing,Bochila,Mohammadpur,Dhaka",2,2,750,11.5
"SwapnodharaHousing,Bochila,Mohammadpur,Dhaka",2,2,700,11
"Maghbazar,Dhaka",2,2,1000,20
"BlockD,Banasree,Dhaka",2,2,1000,18
"WestDolairpar,Shyampur,Dhaka",3,2,1000,12
"RoadNo11,BlockC,Section11,Mirpur,Dhaka",2,2,650,10
"Tikatuli,Sutrapur,Dhaka",2,2,650,18
"Ullan,Rampura,Dhaka",3,3,1265,22
"Nadda,Dhaka",2,2,700,12.5
"Mirpur,Dhaka",2,2,800,11
"EastRampura,Rampura,Dhaka",3,3,1110,20
"Mohammadpur,Dhaka",2,2,650,16
"Shantibag,Malibagh,Dhaka",2,1,700,16
"Anurbag,DakshinKhan,Dhaka",2,2,700,10
"Mohammadpur,Dhaka",2,2,800,20
"Anurbag,DakshinKhan,Dhaka",2,2,700,10
"Mohammadpur,Dhaka",3,3,1100,13
"Kazibari,DakshinKhan,Dhaka",2,2,700,12
"Mohammadpur,Dhaka",2,2,750,20
"BlockA,DhakaUddan,Mohammadpur,Dhaka",2,2,750,12
"Kazibari,DakshinKhan,Dhaka",2,2,700,12
"WestDhanmondiandShangkar,Dhanmondi,Dhaka",2,2,700,18
"Kazibari,DakshinKhan,Dhaka",2,2,700,10
"WestDhanmondiandShangkar,Dhanmondi,Dhaka",2,2,700,18
"ShyamoliHousing,Shekhertek,Mohammadpur,Dhaka",3,3,1550,21.5
"BlockA,DhakaUddan,Mohammadpur,Dhaka",2,2,750,12
"MerulBadda,Badda,Dhaka",1,1,500,12
"WestNakhalpara,Tejgaon,Dhaka",2,2,800,22
"BlockK,Baridhara,Dhaka",3,3,1280,1
"Mohammadpur,Dhaka",2,2,800,10
"Mohammadpur,Dhaka",2,2,800,10
"Baridhara,Dhaka",3,3,2000,90
"Baridhara,Dhaka",3,3,2000,75
"Nowapara,DakshinKhan,Dhaka",2,2,700,10
"Nowapara,DakshinKhan,Dhaka",2,2,700,10
"Nowapara,DakshinKhan,Dhaka",2,2,700,10
"Nowapara,DakshinKhan,Dhaka",2,2,700,10
"MohakhaliDOHS,Dhaka",3,3,2200,50
"BlockC,DhakaUddan,Mohammadpur,Dhaka",2,2,800,10
"Anurbag,DakshinKhan,Dhaka",2,2,700,11
"BlockD,Section12,Mirpur,Dhaka",2,2,650,13
"ShahAliBag,Section1,Mirpur,Dhaka",3,3,1350,17
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Kawlar,DakshinKhan,Dhaka",2,2,780,18
"Pirerbag,Mirpur,Dhaka",3,2,1050,15
"EastShewrapara,Mirpur,Dhaka",2,1,650,10
"Sector12,Uttara,Dhaka",2,2,850,17.1
"BlockE,Section12,Mirpur,Dhaka",2,2,650,12
"BlockA,MetroHousing,Bochila,Mohammadpur,Dhaka",2,2,650,12
"Kathalbagan,Dhaka",2,2,950,20
"Ibrahimpur,Dhaka",2,1,650,10.5
"Badda,Dhaka",3,2,900,15
"MerulBadda,Badda,Dhaka",2,2,750,17
"Sector6,Uttara,Dhaka",10,10,9000,2
"BlockD,DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,3,900,14
"BlockD,DakkhinPaikpara,Paikpara,Mirpur,Dhaka",2,2,600,10
"Zafrabad,Hazaribag,Dhaka",2,2,800,15
"Mirpur,Dhaka",3,3,1100,18
"Sector5,Uttara,Dhaka",2,2,800,20
"Ashkona,DakshinKhan,Dhaka",2,2,700,10
"MiddleBadda,Badda,Dhaka",2,2,720,12
"Sector10,Uttara,Dhaka",3,3,1300,20
"Sector10,Uttara,Dhaka",2,1,500,20
"Sector12,Uttara,Dhaka",2,2,900,18.5
"SenparaParbata,Section10,Mirpur,Dhaka",2,2,700,14
"Section12,Mirpur,Dhaka",3,3,1600,25
"Section12,Mirpur,Dhaka",3,3,1600,25
"BlockD,BashundharaR-A,Dhaka",4,4,2285,45
"Abdullahbag,UttarBadda,Badda,Dhaka",3,3,1200,20
"Section1,Mirpur,Dhaka",3,2,1200,15
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,720,13
"WestShewrapara,Mirpur,Dhaka",3,3,1100,16
"Nayatola,Maghbazar,Dhaka",3,3,1200,22
"WestPirerbag,Pirerbag,Mirpur,Dhaka",3,2,1050,16
"Barontek,Cantonment,Dhaka",2,2,860,11
"Barontek,Cantonment,Dhaka",2,2,860,11
"Barontek,Cantonment,Dhaka",2,2,860,11
"Barontek,Cantonment,Dhaka",2,2,860,11
"Barontek,Cantonment,Dhaka",2,2,860,11
"Barontek,Cantonment,Dhaka",2,2,860,11
"Vatara,Badda,Dhaka",3,2,1100,20
"BlockB,Section12,Mirpur,Dhaka",3,3,1125,25
"NatunBazar,Badda,Dhaka",3,2,1050,20
"BlockD,Section12,Mirpur,Dhaka",2,2,650,13
"Dhanmondi,Dhaka",3,3,1240,32
"Abdullahbag,UttarBadda,Badda,Dhaka",3,3,1200,20
"Mirpur,Dhaka",2,2,750,13
"Dhanmondi,Dhaka",3,3,1200,28
"BlockG,BashundharaR-A,Dhaka",3,3,1500,25
"JatraBari,Dhaka",2,2,700,12.18
"Avenue6,MirpurDOHS,Mirpur,Dhaka",3,3,2200,38
"BlockH,BashundharaR-A,Dhaka",3,3,1500,25
"Avenue6,MirpurDOHS,Mirpur,Dhaka",3,3,2200,40
"Avenue6,MirpurDOHS,Mirpur,Dhaka",3,3,2200,38
"Avenue6,MirpurDOHS,Mirpur,Dhaka",3,3,2200,38
"BlockB,BashundharaR-A,Dhaka",3,4,2400,50
"Mohammadpur,Dhaka",2,2,650,14
"Tallabag,Hazaribag,Dhaka",2,1,650,13
"Wari,Sutrapur,Dhaka",3,2,1350,30
"BonolotaAbashikElaka,WestAgargaon,Agargaon,Dhaka",2,2,800,14
"JatraBari,Dhaka",3,2,900,13
"BlockB,MetroHousing,Bochila,Mohammadpur,Dhaka",3,2,1100,14
"Bochila,Mohammadpur,Dhaka",2,2,700,12
"Bochila,Mohammadpur,Dhaka",3,2,1100,13
"RoadNo12,BlockB,Section11,Mirpur,Dhaka",2,2,650,10
"Sector14,Uttara,Dhaka",2,2,900,18
"BlockB,Section11,Mirpur,Dhaka",2,2,650,13
"Bochila,Mohammadpur,Dhaka",3,2,1100,13
"Zafrabad,Hazaribag,Dhaka",2,2,650,14
"Zafrabad,Hazaribag,Dhaka",2,2,700,14
"Bochila,Mohammadpur,Dhaka",2,2,700,12
"Sector10,Uttara,Dhaka",3,3,1150,20
"Sector10,Uttara,Dhaka",3,3,1150,20
"BlockB,Section11,Mirpur,Dhaka",2,2,650,11
"Sector14,Uttara,Dhaka",3,2,1000,18
"LalbaghRoad,Lalbagh,Dhaka",2,2,800,18
"Sector13,Uttara,Dhaka",3,3,1500,35
"MohammadiHousingLTD.,Mohammadpur,Dhaka",2,2,750,15
"Section12,Mirpur,Dhaka",3,3,1600,28
"Section12,Mirpur,Dhaka",3,3,1600,28
"Section12,Mirpur,Dhaka",3,3,1600,28
"BashundharaR-A,Dhaka",3,4,1400,22
"BashundharaR-A,Dhaka",3,4,1400,22
"Mirpur,Dhaka",3,2,1000,13
"Bangshal,Dhaka",2,1,500,13
"Ullan,WestRampura,Rampura,Dhaka",3,3,1500,30
"Lalbagh,Dhaka",3,2,750,15
"MohammadiHousingLTD.,Mohammadpur,Dhaka",3,4,1760,30
"SenparaParbata,Section10,Mirpur,Dhaka",3,3,1200,21
"BlockF,BashundharaR-A,Dhaka",3,3,1200,25
"Section10,Mirpur,Dhaka",2,2,800,13
"SenparaParbata,Section10,Mirpur,Dhaka",2,2,800,14
"Sector5,Uttara,Dhaka",2,3,950,18.5
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,720,15
"BlockG,Section1,Mirpur,Dhaka",3,2,1020,15
"BlockA,DhakaUddan,Mohammadpur,Dhaka",3,3,1130,17
"BlockA,DhakaUddan,Mohammadpur,Dhaka",3,3,1130,17
"Kallyanpur,Mirpur,Dhaka",3,3,1320,18
"NewEskaton,Eskaton,Dhaka",2,2,600,20
"WestDhanmondiandShangkar,Dhanmondi,Dhaka",3,3,1200,25
"RoadNo11,BlockC,Section11,Mirpur,Dhaka",2,2,650,10.5
"PCCultureHousing,Mohammadpur,Dhaka",2,2,800,17
"Ibrahimpur,Dhaka",2,1,650,12
"Ibrahimpur,Dhaka",2,1,650,11.5
"BlockC,NobodoyHousingSociety,Mohammadpur,Dhaka",2,2,750,13
"Gulbag,Malibagh,Dhaka",2,1,600,16
"Eskaton,Dhaka",2,2,1050,22
"BlockB,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,900,11
"BlockC,Banasree,Dhaka",3,3,1200,25
"BlockD,Section12,Mirpur,Dhaka",2,2,650,13
"BlockC,Section12,Mirpur,Dhaka",2,2,630,10
"NorthAzampur,DakshinKhan,Dhaka",2,2,600,10
"Sector10,Uttara,Dhaka",3,3,1500,15
"PCCultureHousing,Mohammadpur,Dhaka",1,1,510,11
"Paikpara,AhmedNagar,Mirpur,Dhaka",2,2,800,12
"RoadNo11,BlockC,Section11,Mirpur,Dhaka",2,2,650,11
"MadhyaAjampur,DakshinKhan,Dhaka",2,2,700,12
"BlockB,ChadUddanHousing,Mohammadpur,Dhaka",2,2,700,10
"BlockB,ChadUddanHousing,Mohammadpur,Dhaka",2,2,700,10
"BlockB,ChadUddanHousing,Mohammadpur,Dhaka",2,2,700,10
"PCCultureHousing,Mohammadpur,Dhaka",2,2,850,18
"BlockB,Niketan,Dhaka",4,5,3000,65
"TejturiBazar,Tejgaon,Dhaka",3,3,1310,30
"Nowapara,DakshinKhan,Dhaka",2,2,700,10
"Nowapara,DakshinKhan,Dhaka",2,2,700,10
"Nowapara,DakshinKhan,Dhaka",2,2,700,10
"BlockD,Section12,Mirpur,Dhaka",2,2,650,12.5
"BlockD,Section12,Mirpur,Dhaka",2,2,650,13
"Khilkhet,Dhaka",2,2,700,11
"WestKalachandpur,Kalachandpur,Dhaka",2,2,850,14
"Paikpara,AhmedNagar,Mirpur,Dhaka",2,2,800,12
"BlockH,Section2,Mirpur,Dhaka",2,2,650,14
"Sector11,Uttara,Dhaka",3,3,1500,30
"EastShewrapara,Mirpur,Dhaka",3,3,1250,22
"SenparaParbata,Section10,Mirpur,Dhaka",2,2,700,15
"BlockK,SouthBanasreeProject,Banasree,Dhaka",3,3,1180,16
"Badda,Dhaka",3,3,1200,18
"Badda,Dhaka",3,3,1300,19
"SouthBadda,Badda,Dhaka",2,2,750,14
"SouthBadda,Badda,Dhaka",2,2,700,16
"Sector10,Uttara,Dhaka",3,4,1500,19
"Kathalbagan,Dhaka",1,1,450,16
"Sadarghat,Kotwali,Dhaka",3,4,1550,34
"Jagannathpur,Badda,Dhaka",2,2,750,14
"Jagannathpur,Badda,Dhaka",2,2,750,14
"Jagannathpur,Badda,Dhaka",2,2,800,16
"Luxmibazar,Sutrapur,Dhaka",2,1,500,15
"Luxmibazar,Sutrapur,Dhaka",2,1,600,16
"BlockG/1,Section2,Mirpur,Dhaka",3,2,1000,18
"BlockK,Baridhara,Dhaka",3,3,2650,1
"Barontek,Cantonment,Dhaka",3,2,1050,11
"Barontek,Cantonment,Dhaka",3,3,1200,12
"BlockC1,Sector15,Uttara,Dhaka",3,3,1700,20
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,750,12
"BlockC1,Sector15,Uttara,Dhaka",3,3,1700,20
"TajmahalRoad,Mohammadpur,Dhaka",2,2,750,21
"RoadNo10,BlockC,Section11,Mirpur,Dhaka",2,2,650,10
"Dhanmondi,Dhaka",3,3,1680,50
"BlockB,Section11,Mirpur,Dhaka",2,2,650,11
"Zafrabad,Hazaribag,Dhaka",2,2,650,14
"Sector7,Uttara,Dhaka",11,10,5500,2.5
"Dhanmondi,Dhaka",4,4,2146,65
"Mollartek,DakshinKhan,Dhaka",2,2,700,10
"ShyamoliHousing,Shekhertek,Mohammadpur,Dhaka",2,2,900,14
"BananiDOHS,Dhaka",4,4,2510,80
"BlockB,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",2,2,750,11
"BlockC,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",3,3,1500,18
"Faydabad,DakshinKhan,Dhaka",2,2,700,11.5
"Faydabad,DakshinKhan,Dhaka",2,2,700,10
"Sector14,Uttara,Dhaka",2,2,900,16
"NorthAzampur,DakshinKhan,Dhaka",3,3,1300,17
"NorthAzampur,DakshinKhan,Dhaka",3,3,1300,17
"BlockC,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",3,2,1100,14
"Fakirapool,Motijheel,Dhaka",2,2,950,20
"Sector14,Uttara,Dhaka",2,2,900,17.5
"Lalbagh,Dhaka",3,2,1100,19
"JatraBari,Dhaka",2,1,600,10.5
"NorthAzampur,DakshinKhan,Dhaka",3,3,1200,16
"Wari,Sutrapur,Dhaka",2,2,700,18
"SuchonaModelTown,Bochila,Mohammadpur,Dhaka",3,3,1200,17
"BlockA,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",3,3,1300,18
"Paikpara,Mirpur,Dhaka",2,2,700,11
"Section1,Mirpur,Dhaka",2,2,650,12
"SuchonaModelTown,Bochila,Mohammadpur,Dhaka",3,3,1200,17
"Section1,Mirpur,Dhaka",3,3,1200,22
"Barontek,Cantonment,Dhaka",3,2,900,10
"BlockB,Sayednagar,EastVatara,Vatara,Badda,Dhaka",2,2,750,11
"FaidabadGardenCity,Faydabad,DakshinKhan,Dhaka",3,2,1100,15.5
"FaidabadGardenCity,Faydabad,DakshinKhan,Dhaka",2,2,700,13
"Kathalbagan,Dhaka",3,3,1200,22
"Jagannathpur,Badda,Dhaka",2,2,750,14
"EastShewrapara,Mirpur,Dhaka",2,2,650,11
"NurerChala,Badda,Dhaka",2,2,500,10
"RoadNo4,BlockG,BashundharaR-A,Dhaka",3,3,1450,30
"Kotwali,Dhaka",2,1,500,12
"EastShewrapara,Mirpur,Dhaka",2,2,700,10
"RupnagarR/A,Mirpur,Dhaka",2,2,650,10
"EastShewrapara,Mirpur,Dhaka",2,2,700,10
"Ashkona,DakshinKhan,Dhaka",3,3,1330,20
"Dhorangartek,Turag,Dhaka",3,3,1200,15
"Ashkona,DakshinKhan,Dhaka",3,3,1330,20
"BlockJ,Section3,Mirpur,Dhaka",3,3,1200,17
"Tejgaon,Dhaka",2,1,600,15
"Hazaribag,Dhaka",3,3,1200,20
"Sabujbag,SouthBashabo,Bashabo,Dhaka",1,1,400,10
"Jagannathpur,Badda,Dhaka",2,2,700,12.5
"Sector13,Uttara,Dhaka",2,2,900,20
"Sector1,BlockG,AftabNagar,Dhaka",3,3,1500,20
"Vashantek,Cantonment,Dhaka",3,3,1200,15
"BlockE,Section12,Mirpur,Dhaka",3,2,850,15
"PallabiExtension,Pallabi,Mirpur,Dhaka",3,3,1100,20
"Mohammadpur,Dhaka",3,2,900,20
"Katashur,Mohammadpur,Dhaka",2,2,800,14.5
"BlockE,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,650,10
"Cantonment,Dhaka",3,2,900,16
"Mohammadpur,Dhaka",2,1,700,12.5
"UttarBadda,Badda,Dhaka",2,2,700,13.5
"BlockB,Section11,Mirpur,Dhaka",2,2,650,11
"MohammadiaHousingSociety,Mohammadpur,Dhaka",3,2,1250,25
"MohammadiaHousingSociety,Mohammadpur,Dhaka",3,2,1250,25
"NorthGoran,Goran,Khilgaon,Dhaka",2,2,700,15
"NayaBazar,Bangshal,Dhaka",2,2,600,20
"EasternHousing,Pallabi,Mirpur,Dhaka",3,3,1000,12
"BlockA,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,650,11.5
"Ashkona,DakshinKhan,Dhaka",2,2,700,12
"BlockD,DhakaUddan,Mohammadpur,Dhaka",3,2,850,12
"Kuril,Dhaka",2,2,750,13
"Kuril,Dhaka",2,2,800,13
"Section2,Mirpur,Dhaka",3,2,1050,14
"MohammadiHousingLTD.,Mohammadpur,Dhaka",3,2,1050,20
"Taltola,Agargaon,Dhaka",3,3,1200,18
"Shantinagar,Dhaka",3,4,1495,38
"PCCultureHousing,Mohammadpur,Dhaka",2,2,750,13
"UttarBadda,Badda,Dhaka",2,1,600,10
"JoarSahara,Dhaka",2,1,700,11.5
"BlockD,DakkhinPaikpara,Paikpara,Mirpur,Dhaka",2,2,800,9.5
"JoarSahara,Dhaka",2,2,800,13
"Mirpur,Dhaka",3,2,1050,17
"RoadNo1,WestNandipara,Khilgaon,Dhaka",2,2,650,10
"BlockA,KaderabadHousingSociety,Bosila,Mohammadpur,Dhaka",2,2,720,15
"BlockA,DhakaUddan,Mohammadpur,Dhaka",3,3,1200,16
"BlockA,BochilaWestDhanmondiR/A,Bochila,Mohammadpur,Dhaka",2,2,700,13
"BlockA,BochilaWestDhanmondiR/A,Bochila,Mohammadpur,Dhaka",3,2,950,13
"Kuril,Dhaka",3,3,1100,20
"Dhanmondi,Dhaka",3,3,1700,40
"JahuriMoholla,Mohammadpur,Dhaka",3,3,1200,23
"PCCultureHousing,Mohammadpur,Dhaka",2,1,650,12
"MohammadiHousingLTD.,Mohammadpur,Dhaka",1,1,520,11.5
"Sector5,Uttara,Dhaka",1,1,400,12
"Kathalbagan,Dhaka",3,2,1070,25
"Mohammadpur,Dhaka",2,2,800,16
"Dhanmondi,Dhaka",3,3,1550,40
"Kuratoli,Kuril,Dhaka",2,1,700,11.5
"Bochila,Mohammadpur,Dhaka",2,2,700,13
"ChandmiyaHousing,Mohammadpur,Dhaka",2,2,720,16
"Gulbag,Malibagh,Dhaka",2,2,800,16
"BlockC,Section12,Mirpur,Dhaka",2,2,650,13.5
"TajmahalRoad,Mohammadpur,Dhaka",2,2,720,13.5
"MohammadiHousingLTD.,Mohammadpur,Dhaka",3,2,900,14
"Shahjahanpur,Dhaka",1,2,400,10.5
"BlockD,Section12,Mirpur,Dhaka",2,2,700,12
"Kuril,Dhaka",2,2,850,14
"BlockI,BashundharaR-A,Dhaka",3,3,1450,21
"Maghbazar,Dhaka",2,2,850,18
"BlockE,Section12,Mirpur,Dhaka",2,2,650,10.5
"MohammadiHousingLTD.,Mohammadpur,Dhaka",1,1,650,10
"PCCultureHousing,Mohammadpur,Dhaka",3,3,1400,22
"Mohammadpur,Dhaka",2,1,650,10
"Nadda,Dhaka",2,2,850,13
"BlockG,BashundharaR-A,Dhaka",3,3,1500,30
"BlockG,BashundharaR-A,Dhaka",3,3,1600,28
"Mohammadpur,Dhaka",2,2,950,14
"Sector10,Uttara,Dhaka",3,3,1450,20
"Section10,Mirpur,Dhaka",3,3,1200,22
"MohammadiHousingLTD.,Mohammadpur,Dhaka",3,3,1100,16.5
"BlockD,Section12,Mirpur,Dhaka",2,2,650,12
"MiddleBadda,Badda,Dhaka",2,2,720,10
"Sector10,Uttara,Dhaka",3,3,1320,22
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,700,14
"Sector10,Uttara,Dhaka",3,4,2000,25
"BlockB,BashundharaR-A,Dhaka",3,3,1760,30
"Nikunja2,Nikunja,Dhaka",2,1,720,18
"BlockB,NobodoyHousingSociety,Mohammadpur,Dhaka",3,3,1235,13
"MohammadiHousingLTD.,Mohammadpur,Dhaka",2,2,950,19
"Kalabagan,Dhaka",3,2,1185,22
"BlockG,BashundharaR-A,Dhaka",3,3,1400,25
"BlockJ,Banasree,Dhaka",2,2,900,11
"BlockD,Section12,Mirpur,Dhaka",2,2,650,10
"Pallabi,Mirpur,Dhaka",3,3,1420,24
"PCCultureHousing,Mohammadpur,Dhaka",2,2,700,11.5
"Nayatola,Maghbazar,Dhaka",2,1,700,15
"Cantonment,Dhaka",3,2,1100,15
"BlockE,Section12,Mirpur,Dhaka",2,2,650,10.5
"BlockD,Section6,Mirpur,Dhaka",2,1,600,11
"Taltola,DakshinKhan,Dhaka",2,2,700,11
"RoadNo11,BlockC,Section11,Mirpur,Dhaka",2,2,650,11
"Section12,Mirpur,Dhaka",3,3,1600,25
"Section12,Mirpur,Dhaka",3,3,1600,25
"Section12,Mirpur,Dhaka",3,3,1600,25
"Section12,Mirpur,Dhaka",3,3,1600,25
"EastMonipur,Mirpur,Dhaka",2,2,800,10.5
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,13
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,13
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,13
"BlockA,Sayednagar,EastVatara,Vatara,Badda,Dhaka",2,2,800,14
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,13
"BlockE,Section11,Mirpur,Dhaka",2,2,650,12
"Mirpur,Dhaka",3,3,1100,15
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1050,12
"Baridhara,Dhaka",3,3,3000,1.2
"Sector12,Uttara,Dhaka",2,2,900,16
"BlockC,EasternHousing,Pallabi,Mirpur,Dhaka",3,3,1050,17
"EastBashabo,Bashabo,Dhaka",2,2,800,12
"Section1,Mirpur,Dhaka",3,2,1100,16
"Nowapara,DakshinKhan,Dhaka",2,2,700,10
"Nayatola,Maghbazar,Dhaka",2,1,600,11
"Khilgaon,Dhaka",2,2,700,18
"Shahjahanpur,Dhaka",2,2,700,20
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,720,14
"ShahAliBag,Section1,Mirpur,Dhaka",3,3,1350,16
"MollikaR/A,Section7,Mirpur,Dhaka",3,3,1400,20
"WestShewrapara,Mirpur,Dhaka",3,3,1150,18.5
"PopularHousing,Borobag,Section2,Mirpur,Dhaka",2,1,750,13
"Gulshan1,Gulshan,Dhaka",4,3,3000,1
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,3,1250,17
"SenparaParbata,Section10,Mirpur,Dhaka",2,2,700,15
"Sector14,Uttara,Dhaka",2,2,800,16
"SenparaParbata,Section10,Mirpur,Dhaka",2,2,700,15
"SenparaParbata,Section10,Mirpur,Dhaka",2,2,700,15
"SenparaParbata,Section10,Mirpur,Dhaka",2,2,700,15
"SenparaParbata,Section10,Mirpur,Dhaka",2,2,700,15
"Section10,Mirpur,Dhaka",3,3,1365,25
"1stColony,Mirpur,Dhaka",3,2,1200,24
"Section12,Mirpur,Dhaka",3,3,1600,25
"Section12,Mirpur,Dhaka",3,3,1600,25
"RKMissionRoad,Gopibag,Motijheel,Dhaka",2,2,750,18
"PCCultureHousing,Mohammadpur,Dhaka",2,2,750,17
"PCCultureHousing,Mohammadpur,Dhaka",2,2,750,14
"Abdullahbag,UttarBadda,Badda,Dhaka",2,1,600,13
"Dhanmondi,Dhaka",3,3,1800,42
"BlockC1,Sector15,Uttara,Dhaka",3,3,1700,20
"BlockC1,Sector15,Uttara,Dhaka",3,3,1700,20
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,750,12
"NatunBazar,Badda,Dhaka",3,2,1050,20
"BlockC1,Sector15,Uttara,Dhaka",3,3,1600,20
"Avenue5,BlockC,Section11,Mirpur,Dhaka",3,2,850,13
"Gulbag,Malibagh,Dhaka",2,1,600,19
"Kallyanpur,Mirpur,Dhaka",2,2,700,12
"WestNakhalpara,Tejgaon,Dhaka",2,2,870,19
"Kathalbagan,Dhaka",3,2,1250,24
"Lalbagh,Dhaka",2,2,700,20
"BlockC,ChandmiyaHousing,Mohammadpur,Dhaka",3,3,1250,24
"Barontek,Cantonment,Dhaka",3,3,1200,13
"Badda,Dhaka",4,3,1600,28
"EastBadda,Badda,Dhaka",2,2,720,11.5
"Azimpur,Lalbagh,Dhaka",2,2,700,20
"WestRampura,Rampura,Dhaka",2,2,750,16
"WestMollartek,DakshinKhan,Dhaka",2,2,700,11
"BlockK,EasternHousing,Pallabi,Mirpur,Dhaka",3,2,1000,12
"TuragCity,Section1,Mirpur,Dhaka",2,2,650,11
"Kawlar,DakshinKhan,Dhaka",3,3,1100,15
"TuragCity,Section1,Mirpur,Dhaka",2,2,650,11
"UttarBadda,Badda,Dhaka",2,2,700,17
"NabiNagarHousing,Mohammadpur,Dhaka",2,2,720,10
"NabiNagarHousing,Mohammadpur,Dhaka",2,2,720,10
"Pirerbag,Mirpur,Dhaka",3,2,1000,14.5
"BlockC,AftabNagar,Dhaka",3,3,1180,17.5
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",3,2,1000,12.5
"Kotwali,Dhaka",3,1,600,16
"NurerChala,Badda,Dhaka",2,2,700,13
